study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	library_name	library_layout	read_count	experiment_title	experiment_alias	fastq_ftp	submitted_ftp	sra_ftp	sample_title	bam_ftp
PRJNA904727	SAMN31851869	SRX18362944	SRR22393012	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753612	SINGLE	4584702	NextSeq 2000 sequencing: GSM6753612: II_C9_S321 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753612_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/012/SRR22393012/SRR22393012.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/012/SRR22393012	II_C9_S321	
PRJNA904727	SAMN31851666	SRX18362860	SRR22392922	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753815	SINGLE	16609684	NextSeq 2000 sequencing: GSM6753815: II_G2_S362 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753815_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/022/SRR22392922/SRR22392922.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/022/SRR22392922	II_G2_S362	
PRJNA904727	SAMN31851872	SRX18362941	SRR22393015	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753609	SINGLE	7794458	NextSeq 2000 sequencing: GSM6753609: II_B9_S309 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753609_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/015/SRR22393015/SRR22393015.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/015/SRR22393015	II_B9_S309	
PRJNA904727	SAMN31851670	SRX18362856	SRR22392926	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753811	SINGLE	16702985	NextSeq 2000 sequencing: GSM6753811: II_F1_S349 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753811_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/026/SRR22392926/SRR22392926.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/026/SRR22392926	II_F1_S349	
PRJNA904727	SAMN31851876	SRX18362937	SRR22393019	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753605	SINGLE	10958338	NextSeq 2000 sequencing: GSM6753605: II_A8_S296 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753605_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/019/SRR22393019/SRR22393019.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/019/SRR22393019	II_A8_S296	
PRJNA904727	SAMN31851672	SRX18362854	SRR22392928	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753809	SINGLE	26359396	NextSeq 2000 sequencing: GSM6753809: II_E2_S338 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753809_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/028/SRR22392928/SRR22392928.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/028/SRR22392928	II_E2_S338	
PRJNA904727	SAMN31851909	SRX18362936	SRR22393020	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753572	SINGLE	6678604	NextSeq 2000 sequencing: GSM6753572: IV_F11_S167 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753572_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/020/SRR22393020/SRR22393020.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/020/SRR22393020	IV_F11_S167	
PRJNA904727	SAMN31851676	SRX18362850	SRR22392932	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753805	SINGLE	6732186	NextSeq 2000 sequencing: GSM6753805: II_D1_S325 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753805_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/032/SRR22392932/SRR22392932.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/032/SRR22392932	II_D1_S325	
PRJNA904727	SAMN31851910	SRX18362935	SRR22393021	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753571	SINGLE	19214029	NextSeq 2000 sequencing: GSM6753571: IV_F10_S166 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753571_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/021/SRR22393021/SRR22393021.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/021/SRR22393021	IV_F10_S166	
PRJNA904727	SAMN31851693	SRX18362849	SRR22392933	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753788	SINGLE	18108779	NextSeq 2000 sequencing: GSM6753788: I_F5_S257 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753788_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/033/SRR22392933/SRR22392933.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/033/SRR22392933	I_F5_S257	
PRJNA904727	SAMN31851841	SRX18363108	SRR22393022	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753640	SINGLE	8129109	NextSeq 2000 sequencing: GSM6753640: III_E4_S52 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753640_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/022/SRR22393022/SRR22393022.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/022/SRR22393022	III_E4_S52	
PRJNA904727	SAMN31851697	SRX18363019	SRR22392937	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753784	SINGLE	16426206	NextSeq 2000 sequencing: GSM6753784: I_E4_S244 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753784_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/037/SRR22392937/SRR22392937.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/037/SRR22392937	I_E4_S244	
PRJNA904727	SAMN31851842	SRX18363107	SRR22393023	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753639	SINGLE	5781127	NextSeq 2000 sequencing: GSM6753639: III_D6_S42 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753639_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/023/SRR22393023/SRR22393023.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/023/SRR22393023	III_D6_S42	
PRJNA904727	SAMN31851698	SRX18363018	SRR22392938	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753783	SINGLE	9954794	NextSeq 2000 sequencing: GSM6753783: I_D6_S234 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753783_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/038/SRR22392938/SRR22392938.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/038/SRR22392938	I_D6_S234	
PRJNA904727	SAMN31851844	SRX18363105	SRR22393025	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753637	SINGLE	6904935	NextSeq 2000 sequencing: GSM6753637: III_D4_S40 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753637_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/025/SRR22393025/SRR22393025.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/025/SRR22393025	III_D4_S40	
PRJNA904727	SAMN31851969	SRX18363011	SRR22392945	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753512	SINGLE	6106132	NextSeq 2000 sequencing: GSM6753512: II_B5_S305 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753512_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/045/SRR22392945/SRR22392945.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/045/SRR22392945	II_B5_S305	
PRJNA904727	SAMN31851855	SRX18363102	SRR22393028	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753626	SINGLE	7469771	NextSeq 2000 sequencing: GSM6753626: II_H8_S380 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753626_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/028/SRR22393028/SRR22393028.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/028/SRR22393028	II_H8_S380	
PRJNA904727	SAMN31851880	SRX18363085	SRR22393045	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753601	SINGLE	14044358	NextSeq 2000 sequencing: GSM6753601: I_H10_S286 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753601_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/045/SRR22393045/SRR22393045.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/045/SRR22393045	I_H10_S286	
PRJNA904727	SAMN31851970	SRX18363010	SRR22392946	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753511	SINGLE	9086046	NextSeq 2000 sequencing: GSM6753511: II_B4_S304 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753511_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/046/SRR22392946/SRR22392946.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/046/SRR22392946	II_B4_S304	
PRJNA904727	SAMN31851881	SRX18363084	SRR22393046	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753600	SINGLE	8096358	NextSeq 2000 sequencing: GSM6753600: I_G12_S276 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753600_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/046/SRR22393046/SRR22393046.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/046/SRR22393046	I_G12_S276	
PRJNA904727	SAMN31851971	SRX18363009	SRR22392947	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753510	SINGLE	6586330	NextSeq 2000 sequencing: GSM6753510: II_A6_S294 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753510_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/047/SRR22392947/SRR22392947.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/047/SRR22392947	II_A6_S294	
PRJNA904727	SAMN31851894	SRX18363079	SRR22393051	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753587	SINGLE	9202621	NextSeq 2000 sequencing: GSM6753587: I_C11_S227 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753587_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/051/SRR22393051/SRR22393051.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/051/SRR22393051	I_C11_S227	
PRJNA904727	SAMN31851972	SRX18363008	SRR22392948	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753509	SINGLE	9211638	NextSeq 2000 sequencing: GSM6753509: II_A5_S293 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753509_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/048/SRR22392948/SRR22392948.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/048/SRR22392948	II_A5_S293	
PRJNA904727	SAMN31851895	SRX18363078	SRR22393052	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753586	SINGLE	11004169	NextSeq 2000 sequencing: GSM6753586: I_C10_S226 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753586_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/052/SRR22393052/SRR22393052.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/052/SRR22393052	I_C10_S226	
PRJNA904727	SAMN31851919	SRX18363070	SRR22393060	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753562	SINGLE	13179600	NextSeq 2000 sequencing: GSM6753562: IV_C10_S130 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753562_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/060/SRR22393060/SRR22393060.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/060/SRR22393060	IV_C10_S130	
PRJNA904727	SAMN31851992	SRX18363004	SRR22392952	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753489	SINGLE	9794182	NextSeq 2000 sequencing: GSM6753489: I_B9_S213 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753489_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/052/SRR22392952/SRR22392952.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/052/SRR22392952	I_B9_S213	
PRJNA904727	SAMN31851920	SRX18363069	SRR22393061	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753561	SINGLE	2871199	NextSeq 2000 sequencing: GSM6753561: IV_B12_S120 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753561_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/061/SRR22393061/SRR22393061.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/061/SRR22393061	IV_B12_S120	
PRJNA904727	SAMN31851993	SRX18363003	SRR22392953	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753488	SINGLE	10370141	NextSeq 2000 sequencing: GSM6753488: I_B8_S212 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753488_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/053/SRR22392953/SRR22392953.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/053/SRR22392953	I_B8_S212	
PRJNA904727	SAMN31851943	SRX18363062	SRR22393068	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753538	SINGLE	12967811	NextSeq 2000 sequencing: GSM6753538: III_C1_S25 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753538_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/068/SRR22393068/SRR22393068.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/068/SRR22393068	III_C1_S25	
PRJNA904727	SAMN31851995	SRX18363001	SRR22392955	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753486	SINGLE	4697584	NextSeq 2000 sequencing: GSM6753486: I_A9_S201 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753486_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/055/SRR22392955/SRR22392955.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/055/SRR22392955	I_A9_S201	
PRJNA904727	SAMN31851945	SRX18363060	SRR22393070	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753536	SINGLE	2016616	NextSeq 2000 sequencing: GSM6753536: III_B2_S14 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753536_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/070/SRR22393070/SRR22393070.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/070/SRR22393070	III_B2_S14	
PRJNA904727	SAMN31851616	SRX18362997	SRR22392959	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753865	SINGLE	13424076	NextSeq 2000 sequencing: GSM6753865: IV_H7_S187 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753865_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/059/SRR22392959/SRR22392959.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/059/SRR22392959	IV_H7_S187	
PRJNA904727	SAMN31851974	SRX18363055	SRR22393075	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753507	SINGLE	6435247	NextSeq 2000 sequencing: GSM6753507: I_H9_S285 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753507_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/075/SRR22393075/SRR22393075.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/075/SRR22393075	I_H9_S285	
PRJNA904727	SAMN31851619	SRX18362994	SRR22392962	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753862	SINGLE	23293945	NextSeq 2000 sequencing: GSM6753862: IV_G7_S175 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753862_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/062/SRR22392962/SRR22392962.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/062/SRR22392962	IV_G7_S175	
PRJNA904727	SAMN31851975	SRX18363054	SRR22393076	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753506	SINGLE	8549893	NextSeq 2000 sequencing: GSM6753506: I_H8_S284 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753506_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/076/SRR22393076/SRR22393076.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/076/SRR22393076	I_H8_S284	
PRJNA904727	SAMN31851679	SRX18362990	SRR22392966	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753802	SINGLE	12335341	NextSeq 2000 sequencing: GSM6753802: II_C1_S313 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753802_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/066/SRR22392966/SRR22392966.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/066/SRR22392966	II_C1_S313	
PRJNA904727	SAMN31851978	SRX18363051	SRR22393079	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753503	SINGLE	5013964	NextSeq 2000 sequencing: GSM6753503: I_G8_S272 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753503_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/079/SRR22393079/SRR22393079.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/079/SRR22393079	I_G8_S272	
PRJNA904727	SAMN31851680	SRX18362989	SRR22392967	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753801	SINGLE	14213038	NextSeq 2000 sequencing: GSM6753801: II_B3_S303 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753801_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/067/SRR22392967/SRR22392967.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/067/SRR22392967	II_B3_S303	
PRJNA904727	SAMN31851979	SRX18363050	SRR22393080	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753502	SINGLE	6710550	NextSeq 2000 sequencing: GSM6753502: I_G7_S271 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753502_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/080/SRR22393080/SRR22393080.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/080/SRR22393080	I_G7_S271	
PRJNA904727	SAMN31851684	SRX18362985	SRR22392971	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753797	SINGLE	12143806	NextSeq 2000 sequencing: GSM6753797: II_A2_S290 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753797_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/071/SRR22392971/SRR22392971.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/071/SRR22392971	II_A2_S290	
PRJNA904727	SAMN31851701	SRX18363040	SRR22393090	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753780	SINGLE	15557939	NextSeq 2000 sequencing: GSM6753780: I_C6_S222 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753780_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/090/SRR22393090/SRR22393090.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/090/SRR22393090	I_C6_S222	
PRJNA904727	SAMN31851719	SRX18362982	SRR22392974	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753762	SINGLE	21355269	NextSeq 2000 sequencing: GSM6753762: IV_E6_S150 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753762_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/074/SRR22392974/SRR22392974.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/074/SRR22392974	IV_E6_S150	
PRJNA904727	SAMN31851707	SRX18363034	SRR22393096	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753774	SINGLE	12291774	NextSeq 2000 sequencing: GSM6753774: I_A6_S198 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753774_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/096/SRR22393096/SRR22393096.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/096/SRR22393096	I_A6_S198	
PRJNA904727	SAMN31851723	SRX18362978	SRR22392978	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753758	SINGLE	18127150	NextSeq 2000 sequencing: GSM6753758: IV_D5_S137 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753758_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/078/SRR22392978/SRR22392978.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/078/SRR22392978	IV_D5_S137	
PRJNA904727	SAMN31851708	SRX18363033	SRR22393097	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753773	SINGLE	17466030	NextSeq 2000 sequencing: GSM6753773: I_A5_S197 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753773_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/097/SRR22393097/SRR22393097.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/097/SRR22393097	I_A5_S197	
PRJNA904727	SAMN31851725	SRX18363032	SRR22393098	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753756	SINGLE	13255767	NextSeq 2000 sequencing: GSM6753756: IV_C6_S126 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753756_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/098/SRR22393098/SRR22393098.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/098/SRR22393098	IV_C6_S126	
PRJNA904727	SAMN31851753	SRX18362972	SRR22392984	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753728	SINGLE	16878089	NextSeq 2000 sequencing: GSM6753728: III_B8_S20 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753728_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/084/SRR22392984/SRR22392984.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/084/SRR22392984	III_B8_S20	
PRJNA904727	SAMN31851730	SRX18363027	SRR22393103	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753751	SINGLE	19956265	NextSeq 2000 sequencing: GSM6753751: IV_B4_S112 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753751_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/003/SRR22393103/SRR22393103.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/003/SRR22393103	IV_B4_S112	
PRJNA904727	SAMN31851755	SRX18362970	SRR22392986	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753726	SINGLE	8304502	NextSeq 2000 sequencing: GSM6753726: III_A9_S9 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753726_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/086/SRR22392986/SRR22392986.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/086/SRR22392986	III_A9_S9	
PRJNA904727	SAMN31851758	SRX18363135	SRR22393118	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753723	SINGLE	15302747	NextSeq 2000 sequencing: GSM6753723: II_H12_S384 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753723_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/018/SRR22393118/SRR22393118.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/018/SRR22393118	II_H12_S384	
PRJNA904727	SAMN31851759	SRX18363134	SRR22393119	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753722	SINGLE	13807066	NextSeq 2000 sequencing: GSM6753722: II_H11_S383 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753722_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/019/SRR22393119/SRR22393119.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/019/SRR22393119	II_H11_S383	
PRJNA904727	SAMN31851773	SRX18362968	SRR22392988	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753708	SINGLE	16557159	NextSeq 2000 sequencing: GSM6753708: II_C12_S324 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753708_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/088/SRR22392988/SRR22392988.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/088/SRR22392988	II_C12_S324	
PRJNA904727	SAMN31851761	SRX18363132	SRR22393121	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753720	SINGLE	13362720	NextSeq 2000 sequencing: GSM6753720: II_G12_S372 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753720_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/021/SRR22393121/SRR22393121.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/021/SRR22393121	II_G12_S372	
PRJNA904727	SAMN31851774	SRX18362967	SRR22392989	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753707	SINGLE	11738144	NextSeq 2000 sequencing: GSM6753707: II_C11_S323 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753707_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/089/SRR22392989/SRR22392989.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/089/SRR22392989	II_C11_S323	
PRJNA904727	SAMN31851764	SRX18363129	SRR22393124	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753717	SINGLE	13067769	NextSeq 2000 sequencing: GSM6753717: II_F12_S360 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753717_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/024/SRR22393124/SRR22393124.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/024/SRR22393124	II_F12_S360	
PRJNA904727	SAMN31851831	SRX18362958	SRR22392998	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753650	SINGLE	11182993	NextSeq 2000 sequencing: GSM6753650: III_H5_S89 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753650_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/098/SRR22392998/SRR22392998.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/098/SRR22392998	III_H5_S89	
